params,score
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.0890293443699386
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07926996613774039
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08787425829154494
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08803362597751041
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07177349942120011
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07110928519876643
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06913229159635587
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0757663854140783
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.09209354818301252
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.09106216193551653
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09328244180813221
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09321576892894416
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0942424743482571
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08605195713875598
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07903684641210451
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08654135985713306
"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08269674873569692
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08381135599235207
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07079253616147382
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08749616843950675
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09547184532952402
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07847695725076978
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07940131664587283
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07636347860659012
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08078719021876356
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07439526502756484
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07953915447800829
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08404706172170433
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08018930497850754
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.076833117740967
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08860013171583196
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08069530667494168
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.09305059914623011
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08359660230603433
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07669065489650655
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.09897083267721114
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.11496328453840975
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09884743193307705
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.12026965858954412
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.1133808216901037
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.10844554130491381
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.0854768579566371
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.0814013501033453
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09716682903859548
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.06758787125217254
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07046586784784051
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06765811506969872
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06890475496983751
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0836933080275039
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07343614279805324
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.0736379854678045
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06609667891736605
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07499940878634637
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07783668552694924
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06813764631770323
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09170058526323133
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09040188715850661
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07744665282645702
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0811880177095093
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07919666641234972
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07423139627595904
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07962886807039014
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08841662761419251
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.09532676637028993
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07860933759457261
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07929099707980919
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07603637260192171
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08366302608915273
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07663878513045007
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07988848779306265
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07427136905486477
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08527739959958984
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.10023935596890582
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.0945651034840116
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09045402392394919
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07903879580630023
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.09935534349416719
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08698729425373168
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08103856533296906
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08748143277360194
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08232743895278578
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07784078062364107
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07508405908787745
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07862954593408861
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0747209018285984
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0695849267854316
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07808518290461079
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08472637856725201
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08439282557097984
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.09157620687333266
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08666847871260101
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07765125123860635
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08031213785831388
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08591784054313818
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07282725509539843
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07462628922839665
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06985260836012273
"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07682470917015398
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08381135599235207
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07079253616147382
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08749616843950675
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09547184532952402
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07847695725076978
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07940131664587283
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07636347860659012
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08078719021876356
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07439526502756484
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07953915447800829
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08404706172170433
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08018930497850754
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.076833117740967
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08860013171583196
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08069530667494168
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.09305059914623011
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08359660230603433
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07669065489650655
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.09897083267721114
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.11496328453840975
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09884743193307705
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.12026965858954412
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.1133808216901037
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.10844554130491381
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.0854768579566371
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.0814013501033453
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09716682903859548
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.06758787125217254
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07046586784784051
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06765811506969872
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06890475496983751
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0836933080275039
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07343614279805324
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07363816994907908
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06609667891736605
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07499940878634637
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07783668552694924
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06813764631770323
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09170058526323133
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.09040188715850661
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07744665282645702
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0811880177095093
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07919666641234972
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07423139627595904
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07962886807039014
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08841662761419251
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.09532676637028993
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07860933759457261
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07929099707980919
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07603637260192171
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08366302608915273
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07663878513045007
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07988848779306265
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07427136905486477
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08484997112361324
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07654238888430222
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07859676235878216
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07915878277514041
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.09145842103546607
