params,score
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08081467686458672
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08947975564348294
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07832334823008774
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08325106011079252
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08259900196851268
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07692269260739
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.086402702341417
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.0756355483224782
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08118606437749014
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07514742254672328
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08787078592951336
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.09227551510047599
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09085149329018816
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08918129749673886
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08111105610423246
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07732751328179586
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07606742463851124
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08331872734343541
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07211909696972067
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07205694809779829
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07175189734107573
"{'learning_rate': 0.05, 'num_leaves': 63, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07425409283102077
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08940621790191916
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08473926338189924
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.055972948470199575
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06451676661218579
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08404940927220467
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.061862940798383864
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08935601055641551
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06594177016987172
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07840417593182804
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07130387251446478
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08799394149696077
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07039494522498363
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08081909381700562
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07934126744197519
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07885660715534996
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07771598006761278
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07427330363720397
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0759193075575611
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07070205811159305
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06465963337345014
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09069800603324873
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07070533726678928
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07530328397071497
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08031066910489974
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08361847387627437
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08773102365625052
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09645509313565499
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07931861570305605
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07699961003727007
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08237804835223526
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08855178962960504
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08425534558737091
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0776869331299579
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08638856597970239
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08673626949823286
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0850598560603779
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07232537440087204
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07616360580661695
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08869428476502152
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.0792341333668616
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07710532689246263
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07586954827321268
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08904516116794182
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08947485089369255
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0699737691501601
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.06093158320607747
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08806723381164137
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07080668354117939
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06642092171070274
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06563968671159486
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0863357615750775
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06116318767915536
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08068703083834564
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07050219948342205
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07847419589630662
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.09854164121722948
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06681723836158275
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08392072294248054
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06759174388725527
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08519561036542901
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08197345736762314
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.09562253716141962
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07292586056194432
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.06223351102949804
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07847312659873036
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06817880552347254
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07447895435588744
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06808836545109669
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0927703432756309
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07548348689663147
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.09027631323158085
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08766529549331563
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07506363548975296
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08164716393377967
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07643665835929576
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08576827015465842
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.09176056483393184
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.078224884623492
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06956239761153614
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07685383550785753
"{'learning_rate': 0.1, 'num_leaves': 15, 'max_depth': 7, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.06813336225131572
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08940621790191916
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08473926338189924
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.055972948470199575
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.06451676661218579
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.08404940927220467
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.061862940798383864
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08935601055641551
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06594177016987172
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.07840417593182804
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07130387251446478
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.08799394149696077
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.07039494522498363
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08081909381700562
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07934126744197519
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.07885660715534996
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07771598006761278
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07427330363720397
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.0759193075575611
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07070205811159305
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06465963337345014
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09069800603324873
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.07070533726678928
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.07530328397071497
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.08031066910489974
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.08361847387627437
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08773102365625052
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 3, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.09645509313565499
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07709155294735916
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.07747660233743618
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.08359395765310366
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.0768347636390008
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.09345280558322344
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0891142992183067
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.07382095250199691
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.07334225614999257
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 10, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08397067815555274
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.08634837704818128
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.0995743406461132
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.09811977995785004
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.08203202430745583
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.0902669757557298
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.0700887508925301
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.09101380425629556
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.08602010233849115
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 20, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.08189500337242621
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.0}",-0.07707186495635615
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 0.1}",-0.06408830771900628
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.0, 'lambda_l2': 1.0}",-0.06662379686146051
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.0}",-0.055891544269687954
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 0.1}",-0.06212970148110868
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 0.1, 'lambda_l2': 1.0}",-0.053477703534229405
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.0}",-0.06958627165883413
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 0.1}",-0.06956842038255903
"{'learning_rate': 0.1, 'num_leaves': 31, 'max_depth': 5, 'min_data_in_leaf': 50, 'lambda_l1': 1.0, 'lambda_l2': 1.0}",-0.05578961165107333
